descriptor,n_missing,n_total,missing_pct
Mor24v,6112,6112,100.0
Mor23v,6112,6112,100.0
Mor22v,6112,6112,100.0
Mor21v,6112,6112,100.0
Mor20v,6112,6112,100.0
Mor19v,6112,6112,100.0
Mor18v,6112,6112,100.0
Mor17v,6112,6112,100.0
Mor16v,6112,6112,100.0
Mor15v,6112,6112,100.0
Mor30p,6112,6112,100.0
Mor28p,6112,6112,100.0
Mor13p,6112,6112,100.0
Mor27p,6112,6112,100.0
Mor14p,6112,6112,100.0
Mor15p,6112,6112,100.0
Mor16p,6112,6112,100.0
Mor17p,6112,6112,100.0
Mor18p,6112,6112,100.0
Mor01se,6112,6112,100.0
Mor32v,6112,6112,100.0
Mor19p,6112,6112,100.0
Mor20p,6112,6112,100.0
Mor21p,6112,6112,100.0
Mor22p,6112,6112,100.0
Mor23p,6112,6112,100.0
Mor24p,6112,6112,100.0
Mor31v,6112,6112,100.0
Mor30v,6112,6112,100.0
Mor25p,6112,6112,100.0
Mor26p,6112,6112,100.0
MINssSnH2,6112,6112,100.0
Mor11se,6112,6112,100.0
MAXsssPbH,6112,6112,100.0
MINssSiH2,6112,6112,100.0
VE1_Dt,6112,6112,100.0
MAXssssGe,6112,6112,100.0
MINssssSi,6112,6112,100.0
MINsPH2,6112,6112,100.0
MINssPH,6112,6112,100.0
MAXsssGeH,6112,6112,100.0
MINsssP,6112,6112,100.0
MAXssBH,6112,6112,100.0
VE2_Dt,6112,6112,100.0
MAXssGeH2,6112,6112,100.0
MAXssBe,6112,6112,100.0
MINsssssP,6112,6112,100.0
MAXsssSnH,6112,6112,100.0
MAXssssPb,6112,6112,100.0
MAXsGeH3,6112,6112,100.0
SpMAD_Dt,6112,6112,100.0
MINssssBe,6112,6112,100.0
MINsssSiH,6112,6112,100.0
MAXssSnH2,6112,6112,100.0
MAXssssSn,6112,6112,100.0
MAXsAsH2,6112,6112,100.0
MINsLi,6112,6112,100.0
MINsssNH,6112,6112,100.0
MAXddssSe,6112,6112,100.0
MAXdssSe,6112,6112,100.0
MAXaaSe,6112,6112,100.0
MAXssSe,6112,6112,100.0
LogEE_Dt,6112,6112,100.0
SpAbs_Dt,6112,6112,100.0
MAXdSe,6112,6112,100.0
MINssBe,6112,6112,100.0
MAXsSeH,6112,6112,100.0
MAXsssssAs,6112,6112,100.0
MAXsssdAs,6112,6112,100.0
ABC,6112,6112,100.0
MAXsssAs,6112,6112,100.0
MAXsLi,6112,6112,100.0
MAXssAsH,6112,6112,100.0
MINssNH2,6112,6112,100.0
MAXsssssP,6112,6112,100.0
MAXsSnH3,6112,6112,100.0
MAXsssNH,6112,6112,100.0
MAXssNH2,6112,6112,100.0
VR3_Dt,6112,6112,100.0
MAXsNH3,6112,6112,100.0
DetourIndex,6112,6112,100.0
MAXssssBe,6112,6112,100.0
ABCGG,6112,6112,100.0
MAXsPbH3,6112,6112,100.0
MINssssB,6112,6112,100.0
MAXssssB,6112,6112,100.0
MINsssssAs,6112,6112,100.0
MINsSeH,6112,6112,100.0
MINdSe,6112,6112,100.0
MAXssPbH2,6112,6112,100.0
MINssSe,6112,6112,100.0
MINaaSe,6112,6112,100.0
MINdssSe,6112,6112,100.0
MINddssSe,6112,6112,100.0
SpAD_Dt,6112,6112,100.0
MINsNH3,6112,6112,100.0
MINssBH,6112,6112,100.0
VR2_Dt,6112,6112,100.0
MAXsssP,6112,6112,100.0
MINsGeH3,6112,6112,100.0
MAXssPH,6112,6112,100.0
VE3_Dt,6112,6112,100.0
MAXsPH2,6112,6112,100.0
MINssGeH2,6112,6112,100.0
MINsssGeH,6112,6112,100.0
MINssssGe,6112,6112,100.0
MINsAsH2,6112,6112,100.0
MINssAsH,6112,6112,100.0
VR1_Dt,6112,6112,100.0
MAXssssSi,6112,6112,100.0
MAXsssSiH,6112,6112,100.0
MINsssAs,6112,6112,100.0
MINsssdAs,6112,6112,100.0
MAXssSiH2,6112,6112,100.0
SpDiam_Dt,6112,6112,100.0
SpMax_Dt,6112,6112,100.0
MAXsssB,6111,6112,99.984
MINsSiH3,6111,6112,99.984
MAXsSiH3,6111,6112,99.984
MINsssB,6111,6112,99.984
MAXddC,6111,6112,99.984
MINddC,6111,6112,99.984
MAXdssS,6110,6112,99.967
MINdssS,6110,6112,99.967
MINsSH,6106,6112,99.902
MAXsSH,6106,6112,99.902
MAXsI,6084,6112,99.542
MINsI,6084,6112,99.542
MINdsssP,6082,6112,99.509
MAXdsssP,6082,6112,99.509
MINdNH,6069,6112,99.296
MAXdNH,6069,6112,99.296
MINdS,6067,6112,99.264
MAXdS,6067,6112,99.264
MAXtCH,6063,6112,99.198
MINtCH,6063,6112,99.198
MINssssN,6051,6112,99.002
MAXssssN,6051,6112,99.002
MAXsBr,6016,6112,98.429
MINsBr,6016,6112,98.429
MINddsN,5999,6112,98.151
MAXddsN,5999,6112,98.151
MINtN,5965,6112,97.595
MAXtN,5965,6112,97.595
MAXdCH2,5942,6112,97.219
MINdCH2,5942,6112,97.219
MAXtsC,5898,6112,96.499
MINtsC,5898,6112,96.499
MDEN_11,5880,6112,96.204
MAXaaO,5769,6112,94.388
MINaaO,5769,6112,94.388
MAXddssS,5729,6112,93.734
MINddssS,5729,6112,93.734
MAXaaS,5702,6112,93.292
MINaaS,5702,6112,93.292
MINaaNH,5606,6112,91.721
MAXaaNH,5606,6112,91.721
MAXdsN,5495,6112,89.905
MINdsN,5495,6112,89.905
MDEN_13,5299,6112,86.698
MINaasN,5234,6112,85.635
MAXaasN,5234,6112,85.635
MINsF,5222,6112,85.438
MAXsF,5222,6112,85.438
MDEN_12,5208,6112,85.209
MINaaaC,5181,6112,84.768
MAXaaaC,5181,6112,84.768
MINsCl,5160,6112,84.424
MAXsCl,5160,6112,84.424
MAXssS,5088,6112,83.246
MINssS,5088,6112,83.246
MINsNH2,4997,6112,81.757
MAXsNH2,4997,6112,81.757
MDEC_44,4897,6112,80.121
MDEN_33,4773,6112,78.092
MAXaaN,4680,6112,76.571
MINaaN,4680,6112,76.571
MDEO_22,4491,6112,73.478
MINdsCH,4482,6112,73.331
MAXdsCH,4482,6112,73.331
MDEN_22,4429,6112,72.464
MINssNH,3756,6112,61.453
MAXssNH,3756,6112,61.453
MDEN_23,3687,6112,60.324
MDEC_14,3605,6112,58.982
MDEC_24,3346,6112,54.745
MDEC_34,3345,6112,54.728
MAXssssC,3341,6112,54.663
MINssssC,3341,6112,54.663
MDEO_12,3045,6112,49.82
MAXssO,2847,6112,46.58
MINssO,2847,6112,46.58
MINsssN,2793,6112,45.697
MAXsssN,2793,6112,45.697
MINsOH,2756,6112,45.092
MAXsOH,2756,6112,45.092
MDEC_11,2549,6112,41.705
MDEO_11,2213,6112,36.207
MINdssC,1762,6112,28.829
MAXdssC,1762,6112,28.829
MINdO,1693,6112,27.7
MAXdO,1693,6112,27.7
MINaaCH,1417,6112,23.184
MAXaaCH,1417,6112,23.184
MAXaasC,1356,6112,22.186
MINaasC,1356,6112,22.186
MINsssCH,1236,6112,20.223
MAXsssCH,1236,6112,20.223
MAXsCH3,1208,6112,19.764
MINsCH3,1208,6112,19.764
MDEC_12,1174,6112,19.208
MDEC_13,1166,6112,19.077
MAXssCH2,498,6112,8.148
MINssCH2,498,6112,8.148
MDEC_22,57,6112,0.933
GATS8are,54,6112,0.884
AATS8v,54,6112,0.884
AATSC8pe,54,6112,0.884
AATS8m,54,6112,0.884
AATSC8m,54,6112,0.884
GATS8p,54,6112,0.884
AATSC8p,54,6112,0.884
AATSC8d,54,6112,0.884
AATSC8Z,54,6112,0.884
GATS8se,54,6112,0.884
AATS8s,54,6112,0.884
AATSC8s,54,6112,0.884
GATS8pe,54,6112,0.884
GATS8i,54,6112,0.884
AATS8dv,54,6112,0.884
GATS8v,54,6112,0.884
MATS8are,54,6112,0.884
GATS8c,54,6112,0.884
MATS8i,54,6112,0.884
MATS8d,54,6112,0.884
MATS8p,54,6112,0.884
AATSC8se,54,6112,0.884
MATS8s,54,6112,0.884
AATSC8are,54,6112,0.884
AATS8i,54,6112,0.884
MATS8Z,54,6112,0.884
MATS8pe,54,6112,0.884
MATS8m,54,6112,0.884
MATS8se,54,6112,0.884
AATS8Z,54,6112,0.884
MATS8v,54,6112,0.884
AATSC8dv,54,6112,0.884
MATS8dv,54,6112,0.884
GATS8dv,54,6112,0.884
GATS8s,54,6112,0.884
GATS8m,54,6112,0.884
AATS8se,54,6112,0.884
GATS8Z,54,6112,0.884
AATS8pe,54,6112,0.884
AATS8d,54,6112,0.884
AATS8p,54,6112,0.884
AATSC8c,54,6112,0.884
AATSC8v,54,6112,0.884
AATSC8i,54,6112,0.884
AATS8are,54,6112,0.884
MATS8c,54,6112,0.884
GATS8d,54,6112,0.884
MDEC_33,32,6112,0.524
Vabc,28,6112,0.458
MDEC_23,21,6112,0.344
AATSC7are,15,6112,0.245
MATS7v,15,6112,0.245
AATSC7p,15,6112,0.245
AATSC7i,15,6112,0.245
GATS7i,15,6112,0.245
GATS7p,15,6112,0.245
GATS7are,15,6112,0.245
GATS7pe,15,6112,0.245
GATS7se,15,6112,0.245
GATS7v,15,6112,0.245
GATS7m,15,6112,0.245
GATS7Z,15,6112,0.245
GATS7d,15,6112,0.245
GATS7dv,15,6112,0.245
GATS7c,15,6112,0.245
MATS7i,15,6112,0.245
MATS7p,15,6112,0.245
MATS7are,15,6112,0.245
MATS7pe,15,6112,0.245
MATS7se,15,6112,0.245
MATS7Z,15,6112,0.245
MATS7s,15,6112,0.245
MATS7d,15,6112,0.245
MATS7dv,15,6112,0.245
MATS7c,15,6112,0.245
GATS7s,15,6112,0.245
MATS7m,15,6112,0.245
AATSC7pe,15,6112,0.245
AATSC7d,15,6112,0.245
AATS7s,15,6112,0.245
AATS7d,15,6112,0.245
AATS7Z,15,6112,0.245
AATS7dv,15,6112,0.245
AATS7m,15,6112,0.245
AATS7v,15,6112,0.245
AATS7se,15,6112,0.245
AATS7are,15,6112,0.245
AATS7p,15,6112,0.245
AATS7i,15,6112,0.245
AATSC7c,15,6112,0.245
AATSC7dv,15,6112,0.245
AATS7pe,15,6112,0.245
AATSC7s,15,6112,0.245
AATSC7m,15,6112,0.245
AATSC7se,15,6112,0.245
AATSC7Z,15,6112,0.245
AATSC7v,15,6112,0.245
AATSC6d,7,6112,0.115
AATS6p,7,6112,0.115
AATSC6s,7,6112,0.115
GATS6m,7,6112,0.115
AATS6pe,7,6112,0.115
GATS6Z,7,6112,0.115
AATS6are,7,6112,0.115
MATS6s,7,6112,0.115
GATS6s,7,6112,0.115
GATS6d,7,6112,0.115
MATS6Z,7,6112,0.115
AATSC6p,7,6112,0.115
AATS6se,7,6112,0.115
GATS6dv,7,6112,0.115
AATS6i,7,6112,0.115
AATSC6Z,7,6112,0.115
GATS6c,7,6112,0.115
MATS6i,7,6112,0.115
MATS6p,7,6112,0.115
MATS6are,7,6112,0.115
MATS6m,7,6112,0.115
MATS6pe,7,6112,0.115
AATSC6m,7,6112,0.115
MATS6se,7,6112,0.115
MATS6d,7,6112,0.115
MATS6v,7,6112,0.115
AATSC6dv,7,6112,0.115
AATSC6i,7,6112,0.115
AATSC6c,7,6112,0.115
AATS6s,7,6112,0.115
AATSC6pe,7,6112,0.115
AATS6d,7,6112,0.115
AATS6Z,7,6112,0.115
AATSC6se,7,6112,0.115
MATS6c,7,6112,0.115
AATS6dv,7,6112,0.115
AATS6m,7,6112,0.115
AATSC6v,7,6112,0.115
AATSC6are,7,6112,0.115
GATS6i,7,6112,0.115
GATS6p,7,6112,0.115
MATS6dv,7,6112,0.115
AATS6v,7,6112,0.115
GATS6are,7,6112,0.115
GATS6pe,7,6112,0.115
GATS6se,7,6112,0.115
GATS6v,7,6112,0.115
AXp_7dv,3,6112,0.049
AXp_6dv,3,6112,0.049
AXp_6d,3,6112,0.049
AXp_7d,3,6112,0.049
SaaN,0,6112,0.0
n10FaRing,0,6112,0.0
n5FAHRing,0,6112,0.0
n4FAHRing,0,6112,0.0
nFAHRing,0,6112,0.0
nG12FARing,0,6112,0.0
n12FARing,0,6112,0.0
n11FARing,0,6112,0.0
n10FARing,0,6112,0.0
n9FARing,0,6112,0.0
n8FARing,0,6112,0.0
n7FARing,0,6112,0.0
n6FARing,0,6112,0.0
n5FARing,0,6112,0.0
n4FARing,0,6112,0.0
nFARing,0,6112,0.0
nG12FaHRing,0,6112,0.0
n12FaHRing,0,6112,0.0
n11FaHRing,0,6112,0.0
n10FaHRing,0,6112,0.0
n9FaHRing,0,6112,0.0
n8FaHRing,0,6112,0.0
n7FaHRing,0,6112,0.0
n6FaHRing,0,6112,0.0
n5FaHRing,0,6112,0.0
n4FaHRing,0,6112,0.0
nFaHRing,0,6112,0.0
nG12FaRing,0,6112,0.0
n12FaRing,0,6112,0.0
n6FAHRing,0,6112,0.0
n7FAHRing,0,6112,0.0
n8FAHRing,0,6112,0.0
GGI3,0,6112,0.0
JGI2,0,6112,0.0
NsssPbH,0,6112,0.0
NssPbH2,0,6112,0.0
JGI1,0,6112,0.0
GGI10,0,6112,0.0
GGI9,0,6112,0.0
GGI8,0,6112,0.0
GGI7,0,6112,0.0
GGI6,0,6112,0.0
NsPbH3,0,6112,0.0
GGI5,0,6112,0.0
GGI4,0,6112,0.0
GGI2,0,6112,0.0
n9FAHRing,0,6112,0.0
GGI1,0,6112,0.0
TopoPSA,0,6112,0.0
TopoPSA_NO_,0,6112,0.0
NsI,0,6112,0.0
SMR,0,6112,0.0
SLogP,0,6112,0.0
RotRatio,0,6112,0.0
nRot,0,6112,0.0
nG12FAHRing,0,6112,0.0
n12FAHRing,0,6112,0.0
n11FAHRing,0,6112,0.0
n10FAHRing,0,6112,0.0
n11FaRing,0,6112,0.0
n9FaRing,0,6112,0.0
SsssN,0,6112,0.0
n8FaRing,0,6112,0.0
n11AHRing,0,6112,0.0
n10AHRing,0,6112,0.0
n9AHRing,0,6112,0.0
n8AHRing,0,6112,0.0
n7AHRing,0,6112,0.0
n6AHRing,0,6112,0.0
n5AHRing,0,6112,0.0
n4AHRing,0,6112,0.0
n3AHRing,0,6112,0.0
NsssSnH,0,6112,0.0
NssSnH2,0,6112,0.0
NsSnH3,0,6112,0.0
NsBr,0,6112,0.0
nAHRing,0,6112,0.0
nG12ARing,0,6112,0.0
n12ARing,0,6112,0.0
n11ARing,0,6112,0.0
NddssSe,0,6112,0.0
NdssSe,0,6112,0.0
n10ARing,0,6112,0.0
n9ARing,0,6112,0.0
NaaSe,0,6112,0.0
NssSe,0,6112,0.0
n8ARing,0,6112,0.0
n7ARing,0,6112,0.0
NdSe,0,6112,0.0
NsSeH,0,6112,0.0
n12AHRing,0,6112,0.0
nG12AHRing,0,6112,0.0
NssssSn,0,6112,0.0
n6FHRing,0,6112,0.0
n7FaRing,0,6112,0.0
n6FaRing,0,6112,0.0
n5FaRing,0,6112,0.0
n4FaRing,0,6112,0.0
nFaRing,0,6112,0.0
nG12FHRing,0,6112,0.0
n12FHRing,0,6112,0.0
n11FHRing,0,6112,0.0
n10FHRing,0,6112,0.0
n9FHRing,0,6112,0.0
n8FHRing,0,6112,0.0
n7FHRing,0,6112,0.0
n5FHRing,0,6112,0.0
nFRing,0,6112,0.0
n4FHRing,0,6112,0.0
nFHRing,0,6112,0.0
nG12FRing,0,6112,0.0
n12FRing,0,6112,0.0
n11FRing,0,6112,0.0
n10FRing,0,6112,0.0
n9FRing,0,6112,0.0
n8FRing,0,6112,0.0
n7FRing,0,6112,0.0
n6FRing,0,6112,0.0
n5FRing,0,6112,0.0
n4FRing,0,6112,0.0
JGI3,0,6112,0.0
JGI4,0,6112,0.0
JGI5,0,6112,0.0
JGI6,0,6112,0.0
Zagreb2,0,6112,0.0
Zagreb1,0,6112,0.0
WPol,0,6112,0.0
WPath,0,6112,0.0
SssNH,0,6112,0.0
AMW,0,6112,0.0
MW,0,6112,0.0
TSRW10,0,6112,0.0
SRW10,0,6112,0.0
SRW09,0,6112,0.0
SRW08,0,6112,0.0
SRW07,0,6112,0.0
SdNH,0,6112,0.0
SRW06,0,6112,0.0
SRW05,0,6112,0.0
SssGeH2,0,6112,0.0
SsssGeH,0,6112,0.0
SssssGe,0,6112,0.0
SsAsH2,0,6112,0.0
SssAsH,0,6112,0.0
SssNH2,0,6112,0.0
SsssAs,0,6112,0.0
SsssdAs,0,6112,0.0
SsssssAs,0,6112,0.0
SsSeH,0,6112,0.0
SsNH2,0,6112,0.0
SsNH3,0,6112,0.0
mZagreb1,0,6112,0.0
SsGeH3,0,6112,0.0
SsCl,0,6112,0.0
SsssSiH,0,6112,0.0
SddsN,0,6112,0.0
SaasN,0,6112,0.0
SdsN,0,6112,0.0
SssssN,0,6112,0.0
SsOH,0,6112,0.0
SdO,0,6112,0.0
SssO,0,6112,0.0
SaaO,0,6112,0.0
SsF,0,6112,0.0
SsSiH3,0,6112,0.0
SsssNH,0,6112,0.0
SssSiH2,0,6112,0.0
SssssSi,0,6112,0.0
SaaNH,0,6112,0.0
SsPH2,0,6112,0.0
SssPH,0,6112,0.0
SsssP,0,6112,0.0
SdsssP,0,6112,0.0
StN,0,6112,0.0
SsssssP,0,6112,0.0
SsSH,0,6112,0.0
SdS,0,6112,0.0
SssS,0,6112,0.0
SaaS,0,6112,0.0
SdssS,0,6112,0.0
SddssS,0,6112,0.0
SdSe,0,6112,0.0
SssssC,0,6112,0.0
SssSe,0,6112,0.0
MWC01,0,6112,0.0
SsCH3,0,6112,0.0
SssssB,0,6112,0.0
SsssB,0,6112,0.0
SssBH,0,6112,0.0
MWC08,0,6112,0.0
MWC07,0,6112,0.0
MWC06,0,6112,0.0
SssssBe,0,6112,0.0
MWC05,0,6112,0.0
MWC04,0,6112,0.0
MWC03,0,6112,0.0
MWC02,0,6112,0.0
VAdjMat,0,6112,0.0
MWC09,0,6112,0.0
PetitjeanIndex,0,6112,0.0
SssBe,0,6112,0.0
TopoShapeIndex,0,6112,0.0
Radius,0,6112,0.0
Diameter,0,6112,0.0
JGT10,0,6112,0.0
JGI10,0,6112,0.0
JGI9,0,6112,0.0
JGI8,0,6112,0.0
SsLi,0,6112,0.0
JGI7,0,6112,0.0
NssssPb,0,6112,0.0
SdCH2,0,6112,0.0
MWC10,0,6112,0.0
SaaSe,0,6112,0.0
SsssCH,0,6112,0.0
SdssSe,0,6112,0.0
SddssSe,0,6112,0.0
SsBr,0,6112,0.0
SaaaC,0,6112,0.0
SaasC,0,6112,0.0
SdssC,0,6112,0.0
SsSnH3,0,6112,0.0
StsC,0,6112,0.0
SddC,0,6112,0.0
SssSnH2,0,6112,0.0
SsssSnH,0,6112,0.0
SssssSn,0,6112,0.0
SaaCH,0,6112,0.0
TMWC10,0,6112,0.0
SdsCH,0,6112,0.0
SsI,0,6112,0.0
SsPbH3,0,6112,0.0
SssPbH2,0,6112,0.0
SsssPbH,0,6112,0.0
SssssPb,0,6112,0.0
SRW04,0,6112,0.0
StCH,0,6112,0.0
n5ARing,0,6112,0.0
SssCH2,0,6112,0.0
SRW03,0,6112,0.0
SRW02,0,6112,0.0
n6ARing,0,6112,0.0
ETA_beta_ns,0,6112,0.0
n4ARing,0,6112,0.0
MPC9,0,6112,0.0
TpiPC10,0,6112,0.0
piPC10,0,6112,0.0
piPC9,0,6112,0.0
piPC8,0,6112,0.0
piPC7,0,6112,0.0
piPC6,0,6112,0.0
piPC5,0,6112,0.0
piPC4,0,6112,0.0
piPC3,0,6112,0.0
piPC2,0,6112,0.0
piPC1,0,6112,0.0
TMPC10,0,6112,0.0
MPC10,0,6112,0.0
MPC8,0,6112,0.0
AMID_N,0,6112,0.0
MPC7,0,6112,0.0
MPC6,0,6112,0.0
MPC5,0,6112,0.0
MPC4,0,6112,0.0
MPC3,0,6112,0.0
MPC2,0,6112,0.0
PBF,0,6112,0.0
MOMI_Z,0,6112,0.0
MOMI_Y,0,6112,0.0
MOMI_X,0,6112,0.0
AMID_X,0,6112,0.0
MID_X,0,6112,0.0
AMID_O,0,6112,0.0
apol,0,6112,0.0
bpol,0,6112,0.0
nRing,0,6112,0.0
n3Ring,0,6112,0.0
GhoseFilter,0,6112,0.0
FilterItLogS,0,6112,0.0
VMcGowan,0,6112,0.0
n3aRing,0,6112,0.0
naRing,0,6112,0.0
nG12HRing,0,6112,0.0
n12HRing,0,6112,0.0
n11HRing,0,6112,0.0
n10HRing,0,6112,0.0
n9HRing,0,6112,0.0
n8HRing,0,6112,0.0
n7HRing,0,6112,0.0
n6HRing,0,6112,0.0
n5HRing,0,6112,0.0
n4HRing,0,6112,0.0
n3HRing,0,6112,0.0
nHRing,0,6112,0.0
nG12Ring,0,6112,0.0
n12Ring,0,6112,0.0
n11Ring,0,6112,0.0
n10Ring,0,6112,0.0
n9Ring,0,6112,0.0
n8Ring,0,6112,0.0
n7Ring,0,6112,0.0
n6Ring,0,6112,0.0
n5Ring,0,6112,0.0
n4Ring,0,6112,0.0
MID_O,0,6112,0.0
MID_N,0,6112,0.0
n5aRing,0,6112,0.0
SMR_VSA1,0,6112,0.0
SlogP_VSA5,0,6112,0.0
SlogP_VSA4,0,6112,0.0
SlogP_VSA3,0,6112,0.0
SlogP_VSA2,0,6112,0.0
SlogP_VSA1,0,6112,0.0
SMR_VSA9,0,6112,0.0
SMR_VSA8,0,6112,0.0
SMR_VSA7,0,6112,0.0
SMR_VSA6,0,6112,0.0
SMR_VSA5,0,6112,0.0
SMR_VSA4,0,6112,0.0
SMR_VSA3,0,6112,0.0
SMR_VSA2,0,6112,0.0
PEOE_VSA13,0,6112,0.0
AMID_C,0,6112,0.0
PEOE_VSA12,0,6112,0.0
PEOE_VSA11,0,6112,0.0
PEOE_VSA10,0,6112,0.0
PEOE_VSA9,0,6112,0.0
PEOE_VSA8,0,6112,0.0
PEOE_VSA7,0,6112,0.0
PEOE_VSA6,0,6112,0.0
PEOE_VSA5,0,6112,0.0
PEOE_VSA4,0,6112,0.0
PEOE_VSA3,0,6112,0.0
PEOE_VSA2,0,6112,0.0
PEOE_VSA1,0,6112,0.0
LabuteASA,0,6112,0.0
SlogP_VSA6,0,6112,0.0
SlogP_VSA7,0,6112,0.0
SlogP_VSA8,0,6112,0.0
SlogP_VSA9,0,6112,0.0
MID_C,0,6112,0.0
AMID_h,0,6112,0.0
MID_h,0,6112,0.0
AMID,0,6112,0.0
MID,0,6112,0.0
VSA_EState9,0,6112,0.0
VSA_EState8,0,6112,0.0
VSA_EState7,0,6112,0.0
VSA_EState6,0,6112,0.0
VSA_EState5,0,6112,0.0
VSA_EState4,0,6112,0.0
VSA_EState3,0,6112,0.0
VSA_EState2,0,6112,0.0
VSA_EState1,0,6112,0.0
EState_VSA10,0,6112,0.0
EState_VSA9,0,6112,0.0
EState_VSA8,0,6112,0.0
NsssdAs,0,6112,0.0
EState_VSA7,0,6112,0.0
EState_VSA6,0,6112,0.0
EState_VSA5,0,6112,0.0
EState_VSA4,0,6112,0.0
EState_VSA3,0,6112,0.0
EState_VSA2,0,6112,0.0
EState_VSA1,0,6112,0.0
SlogP_VSA11,0,6112,0.0
SlogP_VSA10,0,6112,0.0
n4aRing,0,6112,0.0
Lipinski,0,6112,0.0
n3ARing,0,6112,0.0
ETA_epsilon_1,0,6112,0.0
AETA_eta_R,0,6112,0.0
ETA_eta_RL,0,6112,0.0
AETA_eta_RL,0,6112,0.0
ETA_eta_F,0,6112,0.0
AETA_eta_F,0,6112,0.0
ETA_eta_FL,0,6112,0.0
AETA_eta_FL,0,6112,0.0
